"State","Product","Sub.product","count"
"Indiana","Mortgage","Home equity loan or line of credit",74
"Indiana","Debt collection","I do not know",204
"Indiana","Prepaid card","ID prepaid card",2
"Indiana","Consumer Loan","Installment loan",68
"Indiana","Money transfers","International money transfer",18
"Indiana","Debt collection","Medical",194
"Indiana","Debt collection","Mortgage",41
"Indiana","Student loan","Non-federal student loan",320
"Indiana","Debt collection","Other (i.e. phone, health club, etc.)",339
"Indiana","Bank account or service","Other bank product/service",105
"Indiana","Mortgage","Other mortgage",517
"Indiana","Debt collection","Payday loan",130
"Indiana","Prepaid card","Payroll card",3
"Indiana","Consumer Loan","Personal line of credit",10
"Indiana","Mortgage","Reverse mortgage",10
"Indiana","Bank account or service","Savings account",30
"Indiana","Mortgage","Second mortgage",6
"Indiana","Consumer Loan","Title loan",3
"Indiana","Mortgage","VA mortgage",44
"Indiana","Consumer Loan","Vehicle lease",9
"Indiana","Consumer Loan","Vehicle loan",124
"Kansas","Bank account or service","(CD) Certificate of deposit",18
"Kansas","Debt collection","Auto",11
"Kansas","Bank account or service","Cashing a check without an account",2
"Kansas","Other financial service","Check cashing",4
"Kansas","Bank account or service","Checking account",153
"Kansas","Mortgage","Conventional adjustable mortgage (ARM)",56
"Kansas","Mortgage","Conventional fixed mortgage",233
"Kansas","Credit Card","Credit Card",373
"Kansas","Debt collection","Credit card",128
"Kansas","Credit reporting","Credit reporting",382
"Kansas","Money transfers","Domestic (US) money transfer",11
"Kansas","Mortgage","FHA mortgage",83
"Kansas","Debt collection","Federal student loan",20
"Kansas","Prepaid card","General purpose card",7
"Kansas","Prepaid card","Government benefit payment card",1
"Kansas","Mortgage","Home equity loan or line of credit",22
"Kansas","Debt collection","I do not know",103
"Kansas","Consumer Loan","Installment loan",36
"Kansas","Money transfers","International money transfer",6
"Kansas","Debt collection","Medical",68
"Kansas","Debt collection","Mortgage",10
"Kansas","Student loan","Non-federal student loan",85
"Kansas","Debt collection","Other (i.e. phone, health club, etc.)",175
"Kansas","Bank account or service","Other bank product/service",55
"Kansas","Mortgage","Other mortgage",203
"Kansas","Payday loan","Payday loan",106
"Kansas","Prepaid card","Payroll card",2
"Kansas","Consumer Loan","Personal line of credit",8
"Kansas","Mortgage","Reverse mortgage",6
"Kansas","Bank account or service","Savings account",21
"Kansas","Mortgage","Second mortgage",6
"Kansas","Consumer Loan","Title loan",3
"Kansas","Mortgage","VA mortgage",18
"Kansas","Consumer Loan","Vehicle lease",2
"Kansas","Consumer Loan","Vehicle loan",61
"Kentucky","Bank account or service","(CD) Certificate of deposit",20
"Kentucky","Debt collection","Auto",19
"Kentucky","Bank account or service","Cashing a check without an account",4
"Kentucky","Bank account or service","Checking account",294
"Kentucky","Mortgage","Conventional adjustable mortgage (ARM)",80
"Kentucky","Mortgage","Conventional fixed mortgage",342
"Kentucky","Credit Card","Credit Card",413
"Kentucky","Debt collection","Credit card",166
"Kentucky","Credit reporting","Credit reporting",652
"Kentucky","Other financial service","Debt settlement",1
"Kentucky","Money transfers","Domestic (US) money transfer",9
"Kentucky","Mortgage","FHA mortgage",144
"Kentucky","Debt collection","Federal student loan",13
"Kentucky","Prepaid card","General purpose card",6
"Kentucky","Prepaid card","Gift or merchant card",2
"Kentucky","Prepaid card","Government benefit payment card",3
"Kentucky","Mortgage","Home equity loan or line of credit",33
"Kentucky","Debt collection","I do not know",176
"Kentucky","Prepaid card","ID prepaid card",2
"Kentucky","Consumer Loan","Installment loan",47
"Kentucky","Money transfers","International money transfer",10
"Kentucky","Debt collection","Medical",147
"Kentucky","Debt collection","Mortgage",21
"Kentucky","Student loan","Non-federal student loan",144
"Kentucky","Debt collection","Other (i.e. phone, health club, etc.)",261
"Kentucky","Bank account or service","Other bank product/service",52
"Kentucky","Mortgage","Other mortgage",354
"Kentucky","Debt collection","Payday loan",82
"Kentucky","Prepaid card","Payroll card",2
"Kentucky","Consumer Loan","Personal line of credit",10
"Kentucky","Other financial service","Refund anticipation check",1
"Kentucky","Mortgage","Reverse mortgage",8
"Kentucky","Bank account or service","Savings account",15
"Kentucky","Mortgage","Second mortgage",1
"Kentucky","Mortgage","VA mortgage",47
"Kentucky","Consumer Loan","Vehicle lease",7
"Kentucky","Consumer Loan","Vehicle loan",104
"Louisiana","Bank account or service","(CD) Certificate of deposit",29
"Louisiana","Debt collection","Auto",21
"Louisiana","Bank account or service","Cashing a check without an account",7
"Louisiana","Other financial service","Check cashing",1
"Louisiana","Bank account or service","Checking account",314
"Louisiana","Mortgage","Conventional adjustable mortgage (ARM)",91
"Louisiana","Mortgage","Conventional fixed mortgage",495
"Louisiana","Credit Card","Credit Card",444
"Louisiana","Debt collection","Credit card",238
"Louisiana","Credit reporting","Credit reporting",960
"Louisiana","Other financial service","Debt settlement",2
"Louisiana","Money transfers","Domestic (US) money transfer",16
"Louisiana","Prepaid card","Electronic Benefit Transfer / EBT card",1
"Louisiana","Mortgage","FHA mortgage",192
"Louisiana","Debt collection","Federal student loan",25
"Louisiana","Prepaid card","General purpose card",11
"Louisiana","Prepaid card","Government benefit payment card",6
"Louisiana","Mortgage","Home equity loan or line of credit",58
"Louisiana","Debt collection","I do not know",286
"Louisiana","Prepaid card","ID prepaid card",3
"Louisiana","Consumer Loan","Installment loan",102
"Louisiana","Money transfers","International money transfer",18
"Louisiana","Debt collection","Medical",156
"Louisiana","Debt collection","Mortgage",23
"Louisiana","Student loan","Non-federal student loan",162
"Louisiana","Debt collection","Other (i.e. phone, health club, etc.)",352
"Louisiana","Bank account or service","Other bank product/service",78
"Louisiana","Mortgage","Other mortgage",467
"Louisiana","Prepaid card","Other special purpose card",1
"Louisiana","Consumer Loan","Pawn loan",2
"Louisiana","Debt collection","Payday loan",211
"Louisiana","Prepaid card","Payroll card",8
"Louisiana","Consumer Loan","Personal line of credit",19
"Louisiana","Mortgage","Reverse mortgage",12
"Louisiana","Bank account or service","Savings account",25
"Louisiana","Mortgage","Second mortgage",3
"Louisiana","Consumer Loan","Title loan",1
"Louisiana","Prepaid card","Transit card",1
"Louisiana","Mortgage","VA mortgage",38
"Louisiana","Consumer Loan","Vehicle lease",11
"Louisiana","Consumer Loan","Vehicle loan",111
"Massachusetts","Bank account or service","(CD) Certificate of deposit",106
"Massachusetts","Debt collection","Auto",23
"Massachusetts","Bank account or service","Cashing a check without an account",25
"Massachusetts","Other financial service","Check cashing",4
"Massachusetts","Bank account or service","Checking account",1176
"Massachusetts","Mortgage","Conventional adjustable mortgage (ARM)",360
"Massachusetts","Mortgage","Conventional fixed mortgage",1396
"Massachusetts","Credit Card","Credit Card",1618
"Massachusetts","Debt collection","Credit card",401
"Massachusetts","Other financial service","Credit repair",2
"Massachusetts","Credit reporting","Credit reporting",1263
"Massachusetts","Other financial service","Debt settlement",5
"Massachusetts","Money transfers","Domestic (US) money transfer",40
"Massachusetts","Mortgage","FHA mortgage",275
"Massachusetts","Debt collection","Federal student loan",42
"Massachusetts","Prepaid card","General purpose card",27
"Massachusetts","Prepaid card","Gift or merchant card",5
"Massachusetts","Prepaid card","Government benefit payment card",4
"Massachusetts","Mortgage","Home equity loan or line of credit",246
"Massachusetts","Debt collection","I do not know",256
"Massachusetts","Prepaid card","ID prepaid card",3
"Massachusetts","Consumer Loan","Installment loan",61
"Massachusetts","Money transfers","International money transfer",67
"Massachusetts","Debt collection","Medical",93
"Massachusetts","Prepaid card","Mobile wallet",5
"Massachusetts","Other financial service","Money order",2
"Massachusetts","Debt collection","Mortgage",51
"Massachusetts","Student loan","Non-federal student loan",546
"Massachusetts","Debt collection","Other (i.e. phone, health club, etc.)",343
"Massachusetts","Bank account or service","Other bank product/service",250
"Massachusetts","Mortgage","Other mortgage",1180
"Massachusetts","Prepaid card","Other special purpose card",7
"Massachusetts","Payday loan","Payday loan",78
"Massachusetts","Prepaid card","Payroll card",4
"Massachusetts","Consumer Loan","Personal line of credit",26
"Massachusetts","Mortgage","Reverse mortgage",37
"Massachusetts","Bank account or service","Savings account",122
"Massachusetts","Mortgage","Second mortgage",15
"Massachusetts","Consumer Loan","Title loan",1
"Massachusetts","Mortgage","VA mortgage",26
"Massachusetts","Consumer Loan","Vehicle lease",24
"Massachusetts","Consumer Loan","Vehicle loan",163
"Maryland","Bank account or service","(CD) Certificate of deposit",71
"Maryland","Debt collection","Auto",68
"Maryland","Bank account or service","Cashing a check without an account",8
"Maryland","Other financial service","Check cashing",3
"Maryland","Bank account or service","Checking account",1363
"Maryland","Mortgage","Conventional adjustable mortgage (ARM)",845
"Maryland","Mortgage","Conventional fixed mortgage",2047
"Maryland","Credit Card","Credit Card",1888
"Maryland","Debt collection","Credit card",435
"Maryland","Other financial service","Credit repair",3
"Maryland","Credit reporting","Credit reporting",2281
"Maryland","Money transfers","Domestic (US) money transfer",49
"Maryland","Mortgage","FHA mortgage",834
"Maryland","Debt collection","Federal student loan",46
"Maryland","Other financial service","Foreign currency exchange",1
"Maryland","Prepaid card","General purpose card",28
"Maryland","Prepaid card","Gift or merchant card",6
"Maryland","Prepaid card","Government benefit payment card",1
"Maryland","Mortgage","Home equity loan or line of credit",269
"Maryland","Debt collection","I do not know",516
"Maryland","Prepaid card","ID prepaid card",4
"Maryland","Consumer Loan","Installment loan",112
"Maryland","Money transfers","International money transfer",63
"Maryland","Debt collection","Medical",310
"Maryland","Prepaid card","Mobile wallet",3
"Maryland","Debt collection","Mortgage",123
"Maryland","Student loan","Non-federal student loan",527
"Maryland","Debt collection","Other (i.e. phone, health club, etc.)",703
"Maryland","Bank account or service","Other bank product/service",305
"Maryland","Mortgage","Other mortgage",2459
"Maryland","Prepaid card","Other special purpose card",3
"Maryland","Consumer Loan","Pawn loan",1
"Maryland","Payday loan","Payday loan",211
"Maryland","Prepaid card","Payroll card",12
"Maryland","Consumer Loan","Personal line of credit",49
"Maryland","Mortgage","Reverse mortgage",50
"Maryland","Bank account or service","Savings account",136
"Maryland","Mortgage","Second mortgage",20
"Maryland","Consumer Loan","Title loan",6
"Maryland","Other financial service","Traveler/Cashier Checks",1
"Maryland","Mortgage","VA mortgage",141
"Maryland","Consumer Loan","Vehicle lease",36
"Maryland","Consumer Loan","Vehicle loan",443
"Maine","Bank account or service","(CD) Certificate of deposit",12
"Maine","Debt collection","Auto",4
"Maine","Bank account or service","Cashing a check without an account",8
"Maine","Other financial service","Check cashing",1
"Maine","Bank account or service","Checking account",128
"Maine","Mortgage","Conventional adjustable mortgage (ARM)",36
"Maine","Mortgage","Conventional fixed mortgage",213
"Maine","Credit Card","Credit Card",325
"Maine","Debt collection","Credit card",68
"Maine","Other financial service","Credit repair",1
"Maine","Credit reporting","Credit reporting",207
"Maine","Money transfers","Domestic (US) money transfer",2
"Maine","Mortgage","FHA mortgage",63
"Maine","Debt collection","Federal student loan",6
"Maine","Prepaid card","General purpose card",2
"Maine","Prepaid card","Government benefit payment card",1
"Maine","Mortgage","Home equity loan or line of credit",35
"Maine","Debt collection","I do not know",76
"Maine","Consumer Loan","Installment loan",17
"Maine","Money transfers","International money transfer",3
"Maine","Debt collection","Medical",28
"Maine","Prepaid card","Mobile wallet",2
"Maine","Debt collection","Mortgage",8
"Maine","Student loan","Non-federal student loan",92
"Maine","Debt collection","Other (i.e. phone, health club, etc.)",94
"Maine","Bank account or service","Other bank product/service",32
"Maine","Mortgage","Other mortgage",230
"Maine","Debt collection","Payday loan",28
"Maine","Consumer Loan","Personal line of credit",9
"Maine","Other financial service","Refund anticipation check",1
"Maine","Mortgage","Reverse mortgage",8
"Maine","Bank account or service","Savings account",16
"Maine","Mortgage","Second mortgage",1
"Maine","Other financial service","Traveler/Cashier Checks",1
"Maine","Mortgage","VA mortgage",17
"Maine","Consumer Loan","Vehicle lease",2
"Maine","Consumer Loan","Vehicle loan",36
"Michigan","Bank account or service","(CD) Certificate of deposit",41
"Michigan","Debt collection","Auto",63
"Michigan","Bank account or service","Cashing a check without an account",11
"Michigan","Other financial service","Check cashing",5
"Michigan","Bank account or service","Checking account",1023
"Michigan","Mortgage","Conventional adjustable mortgage (ARM)",434
"Michigan","Mortgage","Conventional fixed mortgage",1468
"Michigan","Credit Card","Credit Card",1357
"Michigan","Debt collection","Credit card",474
"Michigan","Other financial service","Credit repair",1
"Michigan","Credit reporting","Credit reporting",1816
"Michigan","Other financial service","Debt settlement",3
"Michigan","Money transfers","Domestic (US) money transfer",37
"Michigan","Mortgage","FHA mortgage",528
"Michigan","Debt collection","Federal student loan",43
"Michigan","Prepaid card","General purpose card",31
"Michigan","Prepaid card","Gift or merchant card",6
"Michigan","Prepaid card","Government benefit payment card",3
"Michigan","Mortgage","Home equity loan or line of credit",276
"Michigan","Debt collection","I do not know",461
"Michigan","Prepaid card","ID prepaid card",5
"Michigan","Consumer Loan","Installment loan",104
"Michigan","Money transfers","International money transfer",37
"Michigan","Debt collection","Medical",247
"Michigan","Prepaid card","Mobile wallet",5
"Michigan","Debt collection","Mortgage",96
"Michigan","Student loan","Non-federal student loan",568
"Michigan","Debt collection","Other (i.e. phone, health club, etc.)",627
"Michigan","Bank account or service","Other bank product/service",211
"Michigan","Mortgage","Other mortgage",2750
"Michigan","Prepaid card","Other special purpose card",3
"Michigan","Consumer Loan","Pawn loan",1
"Michigan","Debt collection","Payday loan",250
"Michigan","Prepaid card","Payroll card",21
"Michigan","Consumer Loan","Personal line of credit",33
"Michigan","Mortgage","Reverse mortgage",27
"Michigan","Bank account or service","Savings account",117
"Michigan","Mortgage","Second mortgage",19
"Michigan","Consumer Loan","Title loan",4
"Michigan","Prepaid card","Transit card",1
"Michigan","Mortgage","VA mortgage",52
"Michigan","Consumer Loan","Vehicle lease",82
"Michigan","Consumer Loan","Vehicle loan",284
"Minnesota","Bank account or service","(CD) Certificate of deposit",43
"Minnesota","Debt collection","Auto",28
"Minnesota","Bank account or service","Cashing a check without an account",3
"Minnesota","Other financial service","Check cashing",1
"Minnesota","Bank account or service","Checking account",536
"Minnesota","Mortgage","Conventional adjustable mortgage (ARM)",214
"Minnesota","Mortgage","Conventional fixed mortgage",676
"Minnesota","Credit Card","Credit Card",839
"Minnesota","Debt collection","Credit card",270
"Minnesota","Other financial service","Credit repair",1
"Minnesota","Credit reporting","Credit reporting",708
"Minnesota","Other financial service","Debt settlement",3
"Minnesota","Money transfers","Domestic (US) money transfer",18
"Minnesota","Mortgage","FHA mortgage",213
"Minnesota","Debt collection","Federal student loan",24
"Minnesota","Other financial service","Foreign currency exchange",1
"Minnesota","Prepaid card","General purpose card",15
"Minnesota","Prepaid card","Gift or merchant card",3
"Minnesota","Prepaid card","Government benefit payment card",2
"Minnesota","Mortgage","Home equity loan or line of credit",98
"Minnesota","Debt collection","I do not know",183
"Minnesota","Consumer Loan","Installment loan",41
"Minnesota","Money transfers","International money transfer",32
"Minnesota","Debt collection","Medical",64
"Minnesota","Prepaid card","Mobile wallet",4
"Minnesota","Other financial service","Money order",1
"Minnesota","Debt collection","Mortgage",35
"Minnesota","Student loan","Non-federal student loan",281
"Minnesota","Debt collection","Other (i.e. phone, health club, etc.)",273
"Minnesota","Bank account or service","Other bank product/service",99
"Minnesota","Mortgage","Other mortgage",948
"Minnesota","Prepaid card","Other special purpose card",2
"Minnesota","Debt collection","Payday loan",91
"Minnesota","Prepaid card","Payroll card",3
"Minnesota","Consumer Loan","Personal line of credit",19
"Minnesota","Mortgage","Reverse mortgage",13
"Minnesota","Bank account or service","Savings account",29
"Minnesota","Mortgage","Second mortgage",16
"Minnesota","Consumer Loan","Title loan",2
"Minnesota","Prepaid card","Transit card",1
"Minnesota","Other financial service","Traveler/Cashier Checks",1
"Minnesota","Mortgage","VA mortgage",23
"Minnesota","Consumer Loan","Vehicle lease",14
"Minnesota","Consumer Loan","Vehicle loan",87
"Missouri","Bank account or service","(CD) Certificate of deposit",31
"Missouri","Debt collection","Auto",43
"Missouri","Bank account or service","Cashing a check without an account",7
"Missouri","Other financial service","Check cashing",3
"Missouri","Bank account or service","Checking account",432
"Missouri","Mortgage","Conventional adjustable mortgage (ARM)",154
"Missouri","Mortgage","Conventional fixed mortgage",731
"Missouri","Credit Card","Credit Card",740
"Missouri","Debt collection","Credit card",259
"Missouri","Credit reporting","Credit reporting",938
"Missouri","Other financial service","Debt settlement",2
"Missouri","Money transfers","Domestic (US) money transfer",29
"Missouri","Mortgage","FHA mortgage",343
"Missouri","Debt collection","Federal student loan",39
"Missouri","Prepaid card","General purpose card",17
"Missouri","Prepaid card","Gift or merchant card",1
"Missouri","Prepaid card","Government benefit payment card",5
"Missouri","Mortgage","Home equity loan or line of credit",69
"Missouri","Debt collection","I do not know",297
"Missouri","Prepaid card","ID prepaid card",2
"Missouri","Consumer Loan","Installment loan",107
"Missouri","Money transfers","International money transfer",21
"Missouri","Debt collection","Medical",220
"Missouri","Prepaid card","Mobile wallet",4
"Missouri","Debt collection","Mortgage",30
"Missouri","Student loan","Non-federal student loan",289
"Missouri","Debt collection","Other (i.e. phone, health club, etc.)",380
"Missouri","Bank account or service","Other bank product/service",98
"Missouri","Mortgage","Other mortgage",856
"Missouri","Prepaid card","Other special purpose card",1
"Missouri","Consumer Loan","Pawn loan",1
"Missouri","Debt collection","Payday loan",250
"Missouri","Prepaid card","Payroll card",6
"Missouri","Consumer Loan","Personal line of credit",18
"Missouri","Mortgage","Reverse mortgage",23
"Missouri","Bank account or service","Savings account",39
"Missouri","Mortgage","Second mortgage",7
"Missouri","Consumer Loan","Title loan",5
"Missouri","Prepaid card","Transit card",2
"Missouri","Mortgage","VA mortgage",54
"Missouri","Consumer Loan","Vehicle lease",13
"Missouri","Consumer Loan","Vehicle loan",177
"Mississippi","Bank account or service","(CD) Certificate of deposit",10
"Mississippi","Debt collection","Auto",15
"Mississippi","Bank account or service","Cashing a check without an account",8
"Mississippi","Other financial service","Check cashing",2
"Mississippi","Bank account or service","Checking account",184
"Mississippi","Mortgage","Conventional adjustable mortgage (ARM)",48
"Mississippi","Mortgage","Conventional fixed mortgage",226
"Mississippi","Credit Card","Credit Card",234
"Mississippi","Debt collection","Credit card",57
"Mississippi","Other financial service","Credit repair",1
"Mississippi","Credit reporting","Credit reporting",437
"Mississippi","Money transfers","Domestic (US) money transfer",9
"Mississippi","Mortgage","FHA mortgage",91
"Mississippi","Debt collection","Federal student loan",7
"Mississippi","Prepaid card","General purpose card",8
"Mississippi","Mortgage","Home equity loan or line of credit",26
"Mississippi","Debt collection","I do not know",83
"Mississippi","Consumer Loan","Installment loan",76
"Mississippi","Money transfers","International money transfer",7
"Mississippi","Debt collection","Medical",115
"Mississippi","Prepaid card","Mobile wallet",1
"Mississippi","Other financial service","Money order",1
"Mississippi","Debt collection","Mortgage",11
"Mississippi","Student loan","Non-federal student loan",76
"Mississippi","Debt collection","Other (i.e. phone, health club, etc.)",159
"Mississippi","Bank account or service","Other bank product/service",38
"Mississippi","Mortgage","Other mortgage",219
"Mississippi","Prepaid card","Other special purpose card",1
"Mississippi","Debt collection","Payday loan",82
"Mississippi","Prepaid card","Payroll card",7
"Mississippi","Consumer Loan","Personal line of credit",8
"Mississippi","Mortgage","Reverse mortgage",6
"Mississippi","Bank account or service","Savings account",14
"Mississippi","Mortgage","Second mortgage",2
"Mississippi","Consumer Loan","Title loan",1
"Mississippi","Mortgage","VA mortgage",24
"Mississippi","Consumer Loan","Vehicle lease",5
"Mississippi","Consumer Loan","Vehicle loan",86
"Montana","Bank account or service","(CD) Certificate of deposit",3
"Montana","Debt collection","Auto",7
"Montana","Bank account or service","Checking account",45
"Montana","Mortgage","Conventional adjustable mortgage (ARM)",13
"Montana","Mortgage","Conventional fixed mortgage",82
"Montana","Credit Card","Credit Card",122
"Montana","Debt collection","Credit card",44
"Montana","Credit reporting","Credit reporting",148
"Montana","Money transfers","Domestic (US) money transfer",2
"Montana","Mortgage","FHA mortgage",22
"Montana","Debt collection","Federal student loan",3
"Montana","Prepaid card","General purpose card",4
"Montana","Mortgage","Home equity loan or line of credit",7
"Montana","Debt collection","I do not know",46
"Montana","Consumer Loan","Installment loan",8
"Montana","Money transfers","International money transfer",2
"Montana","Debt collection","Medical",35
"Montana","Prepaid card","Mobile wallet",1
"Montana","Debt collection","Mortgage",3
"Montana","Student loan","Non-federal student loan",42
"Montana","Debt collection","Other (i.e. phone, health club, etc.)",56
"Montana","Bank account or service","Other bank product/service",13
"Montana","Mortgage","Other mortgage",81
"Montana","Debt collection","Payday loan",25
"Montana","Consumer Loan","Personal line of credit",3
"Montana","Mortgage","Reverse mortgage",2
"Montana","Bank account or service","Savings account",1
"Montana","Mortgage","VA mortgage",6
"Montana","Consumer Loan","Vehicle lease",2
"Montana","Consumer Loan","Vehicle loan",12
"North Carolina","Bank account or service","(CD) Certificate of deposit",70
"North Carolina","Debt collection","Auto",78
"North Carolina","Bank account or service","Cashing a check without an account",12
"North Carolina","Other financial service","Check cashing",5
"North Carolina","Bank account or service","Checking account",1100
"North Carolina","Mortgage","Conventional adjustable mortgage (ARM)",418
"North Carolina","Mortgage","Conventional fixed mortgage",1712
"North Carolina","Credit Card","Credit Card",1726
"North Carolina","Debt collection","Credit card",391
"North Carolina","Other financial service","Credit repair",5
"North Carolina","Credit reporting","Credit reporting",2429
"North Carolina","Other financial service","Debt settlement",3
"North Carolina","Money transfers","Domestic (US) money transfer",44
"North Carolina","Mortgage","FHA mortgage",639
"North Carolina","Debt collection","Federal student loan",47
"North Carolina","Other financial service","Foreign currency exchange",2
"North Carolina","Prepaid card","General purpose card",32
"North Carolina","Prepaid card","Gift or merchant card",2
"North Carolina","Prepaid card","Government benefit payment card",9
"North Carolina","Mortgage","Home equity loan or line of credit",294
"North Carolina","Debt collection","I do not know",443
"North Carolina","Prepaid card","ID prepaid card",4
"North Carolina","Consumer Loan","Installment loan",162
"North Carolina","Money transfers","International money transfer",49
"North Carolina","Debt collection","Medical",315
"North Carolina","Prepaid card","Mobile wallet",9
"North Carolina","Other financial service","Money order",5
"North Carolina","Debt collection","Mortgage",109
"North Carolina","Student loan","Non-federal student loan",392
"North Carolina","Debt collection","Other (i.e. phone, health club, etc.)",658
"North Carolina","Bank account or service","Other bank product/service",302
"North Carolina","Mortgage","Other mortgage",1995
"North Carolina","Consumer Loan","Pawn loan",3
"North Carolina","Debt collection","Payday loan",194
"North Carolina","Prepaid card","Payroll card",11
"North Carolina","Consumer Loan","Personal line of credit",53
"North Carolina","Mortgage","Reverse mortgage",29
"North Carolina","Bank account or service","Savings account",103
"North Carolina","Mortgage","Second mortgage",20
"North Carolina","Consumer Loan","Title loan",16
"North Carolina","Prepaid card","Transit card",1
"North Carolina","Mortgage","VA mortgage",183
"North Carolina","Consumer Loan","Vehicle lease",40
"North Carolina","Consumer Loan","Vehicle loan",414
"North Dakota","Bank account or service","(CD) Certificate of deposit",3
"North Dakota","Debt collection","Auto",3
"North Dakota","Bank account or service","Cashing a check without an account",1
"North Dakota","Bank account or service","Checking account",28
"North Dakota","Mortgage","Conventional adjustable mortgage (ARM)",5
"North Dakota","Mortgage","Conventional fixed mortgage",38
"North Dakota","Credit Card","Credit Card",55
"North Dakota","Debt collection","Credit card",27
"North Dakota","Credit reporting","Credit reporting",112
"North Dakota","Mortgage","FHA mortgage",6
"North Dakota","Debt collection","Federal student loan",2
"North Dakota","Prepaid card","Government benefit payment card",1
"North Dakota","Mortgage","Home equity loan or line of credit",3
"North Dakota","Debt collection","I do not know",21
"North Dakota","Consumer Loan","Installment loan",8
"North Dakota","Money transfers","International money transfer",2
"North Dakota","Debt collection","Medical",18
"North Dakota","Debt collection","Mortgage",1
"North Dakota","Student loan","Non-federal student loan",15
"North Dakota","Debt collection","Other (i.e. phone, health club, etc.)",31
"North Dakota","Bank account or service","Other bank product/service",5
"North Dakota","Mortgage","Other mortgage",24
"North Dakota","Debt collection","Payday loan",8
"North Dakota","Prepaid card","Payroll card",1
"North Dakota","Consumer Loan","Personal line of credit",2
"North Dakota","Mortgage","Reverse mortgage",1
"North Dakota","Mortgage","VA mortgage",8
"North Dakota","Consumer Loan","Vehicle loan",11
"Nebraska","Bank account or service","(CD) Certificate of deposit",9
"Nebraska","Debt collection","Auto",5
"Nebraska","Bank account or service","Cashing a check without an account",3
"Nebraska","Bank account or service","Checking account",139
"Nebraska","Mortgage","Conventional adjustable mortgage (ARM)",27
"Nebraska","Mortgage","Conventional fixed mortgage",156
"Nebraska","Credit Card","Credit Card",249
"Nebraska","Debt collection","Credit card",92
"Nebraska","Credit reporting","Credit reporting",180
"Nebraska","Other financial service","Debt settlement",1
"Nebraska","Money transfers","Domestic (US) money transfer",7
"Nebraska","Mortgage","FHA mortgage",61
"Nebraska","Debt collection","Federal student loan",11
"Nebraska","Prepaid card","General purpose card",7
"Nebraska","Prepaid card","Gift or merchant card",1
"Nebraska","Prepaid card","Government benefit payment card",1
"Nebraska","Mortgage","Home equity loan or line of credit",16
"Nebraska","Debt collection","I do not know",86
"Nebraska","Prepaid card","ID prepaid card",1
"Nebraska","Consumer Loan","Installment loan",16
"Nebraska","Money transfers","International money transfer",7
"Nebraska","Debt collection","Medical",64
"Nebraska","Debt collection","Mortgage",5
"Nebraska","Student loan","Non-federal student loan",75
"Nebraska","Debt collection","Other (i.e. phone, health club, etc.)",109
"Nebraska","Bank account or service","Other bank product/service",34
"Nebraska","Mortgage","Other mortgage",151
"Nebraska","Debt collection","Payday loan",32
"Nebraska","Consumer Loan","Personal line of credit",5
"Nebraska","Mortgage","Reverse mortgage",4
"Nebraska","Bank account or service","Savings account",4
"Nebraska","Mortgage","Second mortgage",2
"Nebraska","Mortgage","VA mortgage",15
"Nebraska","Consumer Loan","Vehicle lease",5
"Nebraska","Consumer Loan","Vehicle loan",38
"New Hampshire","Bank account or service","(CD) Certificate of deposit",18
"New Hampshire","Debt collection","Auto",5
"New Hampshire","Bank account or service","Cashing a check without an account",3
"New Hampshire","Bank account or service","Checking account",201
"New Hampshire","Mortgage","Conventional adjustable mortgage (ARM)",77
"New Hampshire","Mortgage","Conventional fixed mortgage",289
"New Hampshire","Credit Card","Credit Card",303
"New Hampshire","Debt collection","Credit card",84
"New Hampshire","Credit reporting","Credit reporting",298
"New Hampshire","Other financial service","Debt settlement",2
"New Hampshire","Money transfers","Domestic (US) money transfer",1
"New Hampshire","Mortgage","FHA mortgage",79
"New Hampshire","Debt collection","Federal student loan",5
"New Hampshire","Prepaid card","General purpose card",5
"New Hampshire","Prepaid card","Gift or merchant card",1
"New Hampshire","Mortgage","Home equity loan or line of credit",47
"New Hampshire","Debt collection","I do not know",78
"New Hampshire","Consumer Loan","Installment loan",18
"New Hampshire","Money transfers","International money transfer",7
"New Hampshire","Debt collection","Medical",37
"New Hampshire","Debt collection","Mortgage",11
"New Hampshire","Student loan","Non-federal student loan",122
"New Hampshire","Debt collection","Other (i.e. phone, health club, etc.)",78
"New Hampshire","Bank account or service","Other bank product/service",34
"New Hampshire","Mortgage","Other mortgage",729
"New Hampshire","Payday loan","Payday loan",29
"New Hampshire","Prepaid card","Payroll card",1
"New Hampshire","Consumer Loan","Personal line of credit",6
"New Hampshire","Mortgage","Reverse mortgage",7
"New Hampshire","Bank account or service","Savings account",10
"New Hampshire","Mortgage","Second mortgage",15
"New Hampshire","Mortgage","VA mortgage",16
"New Hampshire","Consumer Loan","Vehicle lease",3
"New Hampshire","Consumer Loan","Vehicle loan",38
"New Jersey","Bank account or service","(CD) Certificate of deposit",135
"New Jersey","Debt collection","Auto",84
"New Jersey","Bank account or service","Cashing a check without an account",25
"New Jersey","Other financial service","Check cashing",9
"New Jersey","Bank account or service","Checking account",2101
"New Jersey","Mortgage","Conventional adjustable mortgage (ARM)",708
"New Jersey","Mortgage","Conventional fixed mortgage",2303
"New Jersey","Credit Card","Credit Card",2687
"New Jersey","Debt collection","Credit card",729
"New Jersey","Other financial service","Credit repair",3
